personid,wfh,age,grosswage,children,bedroom,commute,married
27232,0,25,3.0338612,0,0,100,0
27234,0,24,3.5235732,0,1,60,0
27336,0,21,3.0230489,0,0,50,0
27344,0,27,3.0930235,0,0,40,0
27364,0,24,3.4228323,0,0,60,0
27382,0,24,2.719209,0,0,40,0
27540,0,27,3.0060413,0,1,90,0
27544,0,23,4.0312033,0,0,80,0
27726,0,24,3.41469,0,0,40,0
27762,0,24,3.0689321,0,0,30,0
27764,0,25,3.1251032,0,0,40,0
27772,0,24,3.3379233,0,1,100,0
27824,0,25,2.4968133,0,0,60,0
27844,0,25,4.1549602,0,1,30,0
27882,0,20,3.2835288,0,0,40,0
27916,0,21,3.397579,0,0,30,0
27924,0,24,3.6947865,0,0,60,0
28162,0,25,2.8748934,0,1,20,1
28164,0,22,3.4205945,0,0,50,0
28202,0,23,3.9591124,0,0,40,0
28204,0,22,2.4714944,0,1,180,0
28400,0,23,3.316999,0,0,50,0
28402,0,23,3.5548458,0,1,20,0
28484,0,23,2.09901,1,1,120,1
28528,0,27,4.6637621,1,1,30,1
28552,0,20,3.9057133,0,0,35,0
28554,0,19,3.3641467,0,0,35,0
28556,0,24,3.2176633,0,0,120,0
28560,0,20,2.9997089,0,1,160,0
28572,0,21,3.8881876,0,0,24,0
28646,0,22,3.2593431,0,0,30,0
28656,0,23,2.2167034,0,1,120,1
28666,0,23,2.5683868,0,0,40,0
28676,0,23,3.1139877,0,0,20,0
28700,0,22,2.9848545,0,1,20,0
28756,0,23,3.3685501,0,0,40,0
28786,0,25,3.2803476,0,0,30,0
28796,0,24,4.4402142,0,0,40,0
28802,0,24,3.8384387,0,0,35,0
28950,0,22,4.0693069,0,0,30,0
28956,0,21,2.7902412,0,0,30,0
28990,0,20,4.2553997,0,0,40,0
29010,0,22,2.4783833,0,0,120,1
29012,0,20,1.2744288,0,1,40,0
29014,0,21,2.9242265,0,0,60,0
29024,0,26,2.5902634,0,1,160,0
29030,0,28,2.4293523,0,1,180,0
29032,0,23,2.6952755,0,1,120,0
29192,0,29,3.8379033,0,1,120,0
29218,0,24,3.4329321,0,1,30,0
29226,0,24,3.5465789,0,0,30,0
29230,0,24,3.4854589,0,1,70,0
29232,0,22,3.6738088,0,0,60,0
29234,0,21,2.6662688,0,0,40,0
29240,0,25,2.5492635,0,1,170,0
29250,0,23,3.3382566,0,0,104,0
29254,0,23,2.983391,0,0,50,0
29256,0,24,3.0030389,0,0,60,0
29550,0,21,2.3769021,0,0,30,0
29558,0,25,3.9397457,0,1,80,1
29564,0,22,3.268261,0,0,80,0
29594,0,23,3.6993778,0,1,120,0
29622,0,22,3.0297511,0,0,40,0
29626,0,23,3.5540123,0,1,40,0
29734,0,21,4.4828634,0,0,30,0
29746,0,23,2.9760733,0,1,40,0
29750,0,22,2.7162199,0,1,40,0
29770,0,24,4.3264756,0,1,35,0
29790,0,22,2.5431232,0,1,120,0
29808,0,25,3.0939734,1,1,32,1
29838,0,26,3.9435601,1,1,60,1
29964,0,26,2.4840245,1,1,160,1
30002,0,26,3.3996856,0,1,200,0
30092,0,21,3.4670389,0,0,60,0
30206,0,23,3.0371256,0,1,30,0
30214,0,26,2.7474189,0,1,40,1
30216,0,25,3.018311,0,1,30,1
30220,0,22,3.3741033,0,1,24,0
30234,0,24,3.0052035,0,0,27,0
30240,0,23,2.665659,0,0,60,0
30244,0,22,2.7403345,0,0,20,0
30262,0,25,3.5217209,0,1,40,0
30276,0,21,3.1930234,0,1,120,0
30366,0,22,2.8957765,0,0,30,0
30378,0,21,2.4742501,0,0,40,0
30392,0,22,2.8980632,0,0,60,0
30398,0,26,2.4336476,0,1,30,0
30410,0,23,2.8438201,0,0,60,0
30436,0,23,2.6997821,0,0,120,0
30440,0,23,4.0129824,0,0,40,0
30448,0,23,3.5930345,0,1,60,0
30460,0,25,3.270689,0,0,40,0
30470,0,22,2.7839835,0,0,60,0
30634,0,23,3.2355044,0,1,30,0
30858,0,26,3.7772722,0,1,30,0
30998,0,23,3.023452,0,1,130,0
31014,0,24,1.9349999,0,0,120,0
31114,0,28,2.56603,0,1,90,0
31150,0,23,2.5736222,0,1,60,0
31206,0,22,2.49878,0,1,180,0
31238,0,25,2.8582709,0,0,60,0
31436,0,20,2.6830223,0,0,40,0
31886,0,24,2.76421,0,0,20,0
31894,0,25,2.6331034,0,1,60,0
31922,0,26,2.7839034,0,1,35,0
32004,0,22,3.53777,0,0,80,0
32320,0,22,4.5784731,0,1,60,0
32722,0,22,2.6374743,0,1,80,0
32728,0,19,2.8803453,0,0,30,0
32804,0,23,2.4055622,0,1,75,0
33094,0,23,3.1238844,0,1,45,0
33136,0,23,3.5382211,0,0,35,0
33352,0,20,1.8107578,0,1,120,0
33366,0,25,3.2333767,0,1,40,0
33406,0,28,2.5894167,0,1,60,0
33410,0,25,2.6481922,1,1,14,1
33634,0,22,4.146771,0,1,60,0
33664,0,19,3.6367931,0,0,60,0
33874,0,22,2.8625379,0,1,24,0
33982,0,22,3.7792344,0,0,20,0
34110,0,29,2.5770199,1,1,50,1
34396,0,24,3.7040522,0,1,40,0
34526,0,27,2.3073802,1,1,180,1
34542,0,21,3.2561066,0,0,30,0
34890,0,24,2.2445667,0,1,200,0
34956,0,23,2.1504068,0,1,16,0
35006,0,23,2.41485,0,1,10,1
35144,0,20,3.5906289,0,0,60,0
35408,0,27,3.5163388,1,1,180,1
35760,0,24,3.7003267,0,1,2.5999999,1
35822,0,27,3.5905633,0,1,120,0
36060,0,24,2.2917278,0,1,35,0
36318,0,26,3.2498155,0,1,120,0
36494,0,23,2.1946733,0,1,40,0
36528,0,28,2.1318212,1,1,140,1
36676,0,21,2.6353345,0,0,135,0
37276,0,22,3.0966489,0,1,90,0
37296,0,29,2.5851912,0,1,80,0
37350,0,22,2.8080456,0,0,90,0
37358,0,23,1.9356611,0,1,60,0
37588,0,23,2.7753832,0,0,90,0
37618,0,23,2.6357243,0,0,50,0
37790,0,23,2.3680079,0,0,50,0
37796,0,22,2.1919377,0,0,30,0
37800,0,21,2.51531,0,0,30,0
37804,0,21,2.4997599,0,1,120,0
37808,0,19,2.8858011,0,0,20,0
37824,0,19,2.687099,0,1,20,0
37832,0,25,3.028671,0,0,50,0
37834,0,19,3.0439134,0,0,30,0
37836,0,21,2.3035901,0,0,210,0
37840,0,18,1.98746,0,1,30,0
38008,0,24,4.0597401,0,1,180,0
38010,0,22,2.8836322,0,0,2,0
38022,0,18,1.9928434,0,1,20,0
38024,0,25,2.6940653,0,1,40,0
38026,0,28,2.8192687,0,0,120,0
38030,0,27,2.2042091,0,1,240,0
38034,0,19,1.8545834,0,1,40,0
38036,0,18,1.9276143,0,1,120,0
38044,0,19,2.0092111,0,0,165,0
38048,0,19,2.4725711,0,0,120,0
38050,0,23,3.8327944,0,0,200,0
38052,0,18,2.0711598,0,1,90,0
38068,0,18,2.1992757,0,0,160,0
38074,0,27,2.3509421,1,1,140,1
38076,0,23,3.7066898,0,1,60,0
38078,0,18,2.1222112,0,1,120,0
38274,0,21,2.5270109,0,1,80,0
38276,0,20,2.4789491,0,0,25,0
38300,0,20,2.8186612,0,0,35,0
38302,0,22,2.4542255,0,0,30,0
38320,0,20,2.593081,0,0,40,0
38326,0,22,2.9208155,0,0,40,0
38552,0,23,3.5765367,0,1,30,0
38592,0,23,2.6633444,0,1,60,0
38714,0,21,2.7004857,0,0,45,0
38716,0,23,2.5683677,0,0,20,0
38718,0,21,2.4642091,0,0,40,0
38726,0,21,2.6812811,0,0,50,0
38728,0,20,2.5049443,0,0,30,0
38730,0,21,2.5032923,0,1,30,0
38732,0,21,2.507771,0,0,40,0
38736,0,22,2.534219,0,0,50,0
38738,0,21,2.7872367,0,0,50,0
38742,0,21,2.5002377,0,1,60,0
38760,0,20,2.6375744,0,0,40,0
38762,0,21,2.9764121,0,0,60,0
38768,0,20,2.5964656,0,0,20,0
38772,0,21,2.625809,0,0,30,0
38836,0,21,2.4412134,0,0,30,0
38840,0,21,2.555459,0,0,30,0
38842,0,19,2.0195177,0,1,140,0
38848,0,21,2.5965521,0,0,35,0
38850,0,21,2.7639146,0,0,30,0
38854,0,24,2.4937277,0,0,24,0
38862,0,19,2.0092523,0,1,20,0
38868,0,22,2.5090065,0,1,93,0
38870,0,22,2.4790301,0,1,40,0
38874,0,19,1.9677378,0,1,240,0
38888,0,19,2.2233968,0,1,240,0
38892,0,21,2.4173367,0,0,30,0
38896,0,18,2.0856776,0,1,20,0
39048,0,22,2.6040044,0,1,50,0
39078,0,21,3.6236777,0,1,41,0
39086,0,28,2.7991424,0,0,180,0
39088,0,19,2.0711377,0,1,140,0
39094,0,22,2.432162,0,1,60,0
39096,0,25,2.4575953,0,1,200,0
39098,0,22,2.4851246,0,1,90,0
39110,0,20,2.3530378,0,0,24,0
39112,0,18,2.1679168,0,1,120,0
39114,0,20,2.340101,0,0,60,0
39116,0,18,2.3208389,0,1,90,0
39122,0,19,2.4148467,0,0,30,0
39128,0,19,2.2685077,0,0,40,0
39136,0,18,2.141531,0,1,300,0
39150,0,25,2.8164222,0,0,30,0
39158,0,19,2.1642709,0,1,60,0
39162,0,18,2.0359499,0,0,100,0
39404,0,20,2.1452565,0,0,20,0
39420,0,18,2.2929022,0,0,30,0
39428,0,22,2.4581232,0,0,40,0
39430,0,22,2.5638165,0,1,150,0
39440,0,21,2.3147888,0,0,35,0
39450,0,19,2.2553678,0,0,30,0
39454,0,18,2.1452613,0,0,40,0
39456,0,18,2.1758311,0,0,20,0
39472,0,19,2.0287876,0,1,40,0
39474,0,20,2.31599,0,0,30,0
39478,0,22,2.4869344,0,1,140,0
39488,0,23,2.8869355,0,0,16,0
39500,0,24,2.4607244,0,1,110,0
39502,0,19,2.1813598,0,1,180,0
39516,0,23,2.7643232,0,1,90,0
39518,0,24,2.6246023,0,0,100,0
39524,0,21,2.1915989,0,1,20,0
39526,0,21,2.5173833,0,0,120,0
39528,0,20,1.8804911,0,0,100,0
39530,0,21,2.7322366,0,1,180,0
39534,0,28,4.0735111,0,1,30,1
39540,0,20,3.392601,0,1,180,0
39584,0,23,2.6117656,0,0,30,0
39596,0,21,2.5444555,0,0,40,0
39598,0,22,2.4739511,0,0,20,0
39600,0,24,2.2805846,0,0,30,0
39606,0,21,2.5622199,0,0,50,0
39614,0,21,2.5674856,0,0,30,0
39624,0,20,2.9942312,0,0,60,0
39626,0,21,2.5800779,0,1,35,0
39628,0,21,2.4942834,0,0,14,0
39642,0,22,2.4048898,0,0,30,0
39648,0,21,2.3734176,0,1,20,0
39654,0,22,2.5910888,0,0,10,0
39658,0,20,2.5237601,0,0,30,0
39660,0,20,2.43363,0,1,20,0
39664,0,20,2.6791098,0,1,22,0
39666,0,20,2.6013832,0,0,20,0
39752,0,24,3.3266854,0,0,100,0
39754,0,21,2.9838223,0,1,40,0
39778,0,22,2.9864833,0,0,40,0
39794,0,21,3.0780644,0,0,40,0
39798,0,18,1.9838089,0,1,30,0
39938,0,23,2.7840788,0,1,60,0
39942,0,28,2.2076132,1,1,100,1
39948,0,23,2.6449299,0,0,30,0
39954,0,24,2.6786146,0,0,60,1
39966,0,25,2.6237688,0,0,45,1
39972,0,23,2.5542045,0,1,40,0
39994,0,20,2.9200311,0,1,60,0
40000,0,23,2.3360267,0,0,60,0
40002,0,20,2.7420344,0,1,30,0
40008,0,20,2.6680057,0,1,120,0
40018,0,22,2.4765911,0,1,120,0
40034,0,19,2.4618301,0,1,300,0
40044,0,23,2.3107138,0,1,180,0
40062,0,23,2.2496743,0,1,170,1
40068,0,22,2.2646167,0,1,65,0
40076,0,24,2.0681224,0,1,140,0
40078,0,22,2.84038,0,1,30,0
40156,0,19,2.5676298,0,1,20,0
40174,0,28,2.4065824,1,1,30,1
40178,0,23,2.4487643,0,1,80,0
40182,0,21,2.0804245,0,0,40,0
40188,0,20,2.4512856,0,0,30,0
40216,0,24,3.134959,0,0,30,0
40312,0,23,2.4896567,0,1,20,0
40318,0,23,2.6573532,0,1,60,0
40334,0,23,3.0268366,0,1,200,0
40342,0,23,2.5596123,0,0,120,0
40344,0,22,2.0979366,0,1,120,1
40346,0,22,2.3013978,0,1,120,0
40352,0,23,2.51021,0,0,50,0
41082,0,18,2.5007055,0,0,35,0
41100,0,23,2.6378334,0,1,140,0
41116,0,23,2.7402666,0,0,150,0
41128,0,22,2.4057565,0,1,120,0
41140,0,29,2.4869277,0,1,90,1
41142,0,24,2.5200422,0,0,90,0
41156,0,20,2.4484098,0,1,60,0
41274,0,21,2.30598,0,1,60,0
41278,0,24,2.3615975,0,1,20,0
41296,0,18,2.4690301,0,0,40,0
41298,0,25,2.215189,0,1,90,0
41304,0,22,2.3107343,0,1,2,0
41306,0,20,2.3874621,0,0,30,0
41308,0,24,2.4447365,0,0,30,1
41316,0,20,2.4150779,0,0,30,0
41320,0,22,2.0357277,0,1,160,0
41332,0,22,2.2184744,0,1,70,0
41334,0,23,2.3744655,0,1,120,0
41340,0,25,2.0534735,0,1,60,1
41344,0,24,2.2516668,0,1,40,0
41736,0,22,2.2245467,0,0,40,0
41754,0,22,1.9151045,0,0,50,0
41780,0,23,2.2691445,0,0,47,0
41812,0,23,2.3839755,0,0,32,0
41814,0,22,2.0923011,0,0,30,0
41846,0,21,2.2940457,0,0,20,0
42096,0,23,1.9338323,0,1,60,0
42098,0,21,2.1436677,0,1,20,0
42104,0,21,2.0368733,0,1,20,0
42110,0,23,2.3355234,0,1,60,0
42112,0,22,2.2019689,0,1,60,0
42120,0,20,2.1931677,0,0,40,0
42136,0,21,2.3101499,0,1,60,0
42314,0,24,1.7768145,0,0,20,0
42350,0,27,2.1230488,0,1,90,1
42578,0,22,2.3495045,0,0,20,0
42584,0,21,2.4338334,0,1,25,0
42590,0,22,2.4269979,0,1,90,0
42594,0,20,2.0382111,0,1,90,0
42614,0,20,2.1441312,0,1,60,0
42618,0,22,2.4991667,0,1,30,0
42626,0,22,2.1080043,0,0,40,0
42634,0,20,2.3890445,0,1,20,0
42682,0,22,2.2165678,0,1,240,1
43254,0,21,2.0256157,0,1,120,0
43266,0,20,2.4405427,0,0,40,0
43272,0,20,2.5328286,0,0,20,0
43280,0,22,2.16099,0,1,20,0
43282,0,23,2.2363343,0,1,65,0
43288,0,21,2.3061087,0,1,105,0
43304,0,22,1.8463442,0,0,25,0
43310,0,22,2.5656571,0,0,30,0
43502,0,23,2.4590571,0,0,25,0
43514,0,23,2.4673429,0,1,80,0
43518,0,24,2.4029028,0,0,180,0
43520,0,23,1.6894429,0,1,80,0
43524,0,24,2.34497,0,1,140,0
43526,0,24,2.0019844,0,0,220,0
43528,0,22,2.0830257,0,1,120,0
43530,0,21,2.2051158,0,0,80,0
43532,0,18,2.4022157,0,0,20,0
43538,0,27,2.2302721,1,1,90,1
43542,0,28,1.9261174,1,1,30,1
43556,0,26,2.3313868,0,1,40,1
43564,0,29,2.1736722,1,1,30,1
43568,0,22,2.065238,0,1,30,0
43928,0,22,2.0455067,0,1,20,0
43932,0,22,2.0495067,0,0,20,0
43946,0,24,2.2705519,0,1,120,0
43952,0,24,2.2289779,0,1,140,0
44236,0,22,1.7560683,0,1,90,0
44238,0,24,2.4825802,0,1,30,0
44248,0,22,2.193135,0,0,3,0
44250,0,19,1.6848617,0,0,60,0
44254,0,24,1.7204667,0,1,60,1
44256,0,21,1.8639133,0,1,120,0
44276,0,21,1.8383517,0,1,60,0
44278,0,20,1.7550284,0,0,20,0
44280,0,24,1.9355867,0,0,110,0
44286,0,22,1.7338101,0,0,95,0
44288,0,23,1.8778965,0,0,40,0
44398,0,22,1.7807182,0,1,120,0
44400,0,28,2.0650983,1,1,40,1
44412,0,18,1.2351917,0,1,180,0
44414,0,22,1.8320867,0,0,120,0
44794,0,23,2.4931734,0,1,40,0
44808,0,22,2.4890897,0,0,120,0
45206,0,25,1.4830899,0,1,180,0
45230,0,22,1.601506,0,1,120,0
45232,0,18,1.467738,0,0,60,0
45240,0,20,1.352266,0,0,40,0
45270,0,21,1.4796121,0,0,20,0
45730,0,22,1.7010175,0,0,100,0
45732,0,21,1.6412076,0,0,90,0
45734,0,21,1.2982326,0,0,90,0
45746,0,23,1.7275676,0,0,60,0
45750,0,22,1.6346575,0,1,140,1
45758,0,20,1.7030776,0,1,10,0
45760,0,22,1.67313,0,1,60,0
45764,0,28,1.71726,0,1,60,0
45772,0,21,1.648035,0,0,80,0
45778,0,25,1.7218449,0,0,120,0
45780,0,21,1.6482249,0,1,30,0
45784,0,23,1.6972851,0,1,70,0
45786,0,19,1.4980575,0,0,43,0
45790,0,20,1.514765,0,0,25,0
45834,0,20,1.3220274,0,0,80,0
45856,0,22,1.3680625,0,1,80,0
45862,0,18,1.230625,0,1,180,0
46004,0,24,2.1138501,0,1,6,0
46006,0,25,1.86586,0,1,60,1
46008,0,22,1.8390501,0,0,50,0
46010,0,25,1.328755,0,0,30,0
46016,0,19,1.4504375,0,1,30,0
46018,0,17,1.20444,0,0,30,0
46022,0,17,1.21079,0,0,30,0
46026,0,19,1.442155,0,1,60,0
46034,0,17,1.255515,0,1,50,0
46036,0,20,1.3746525,0,1,30,0
46044,0,21,1.6189051,0,0,70,0
46046,0,22,1.344785,0,1,65,0
46050,0,19,1.4123526,0,0,30,0
46058,0,22,1.401275,0,0,40,0
46060,0,20,1.4131875,0,1,80,0
46066,0,17,1.253765,0,1,50,0
46070,0,24,1.3811799,0,1,150,0
46074,0,22,1.3831799,0,1,60,0
46476,0,19,1.62701,0,1,90,0
46478,0,18,1.3734667,0,1,25,0
46494,0,18,1.4149433,0,1,24,0
46502,0,19,1.3734667,0,1,40,0
46510,0,17,1.3684666,0,0,60,0
46536,0,20,1.4504499,0,0,36,0
46538,0,19,1.4036967,0,0,40,0
46540,0,18,1.3841,0,0,40,0
46542,0,18,1.375,0,0,30,0
46546,0,22,1.5264367,0,1,120,0
46632,0,18,1.6285033,0,1,120,0
46638,0,27,1.62655,1,0,180,1
46642,0,21,2.0104599,0,0,40,0
46644,0,23,2.5977399,0,0,80,0
46650,0,24,2.0237932,0,0,90,0
47184,0,26,3.335,0,1,110,0
47186,0,19,1.36,0,0,60,0
47188,0,17,1.36,0,0,40,0
47194,0,17,1.36,0,1,40,0
47198,0,22,1.5599999,0,0,60,0
47200,0,21,1.5525,0,0,30,0
47216,0,20,1.5525,0,0,40,0
47240,0,17,1.36,0,0,20,0
47254,0,24,1.5599999,0,0,20,0
47268,0,21,1.603705,0,1,60,0
47270,0,19,1.483705,0,0,120,0
47272,0,23,1.989655,0,0,20,0
47274,0,24,1.989655,0,1,40,0
47276,0,23,1.989655,0,1,40,0
47278,0,28,1.645515,0,1,100,0
47280,0,19,1.6173249,0,0,50,0
47282,0,26,2.00103,0,1,140,0
47284,0,20,1.650085,0,1,120,0
47286,0,19,1.530255,0,0,120,0
47288,0,19,1.6417199,0,0,110,0
47294,0,20,1.485255,0,1,90,0
47296,0,20,1.49172,0,1,150,0
47304,0,25,1.5071551,0,0,40,0
47310,0,20,1.45077,0,1,180,0
47312,0,22,1.49422,0,1,120,0
47314,0,18,1.2992251,0,1,60,0
47322,0,20,1.2971851,0,1,30,0
47324,0,22,1.4287051,0,0,140,0
47328,0,22,1.3052551,0,1,30,0
47330,0,23,1.485255,0,0,40,0
47534,0,23,1.248795,0,1,180,0
47552,0,21,1.238795,0,1,140,0
47648,0,20,1.216895,0,1,120,0
47650,0,19,1.725,0,1,60,0
47652,0,21,1.6849999,0,1,90,0
48028,0,26,1.34034,0,0,40,0
48032,0,29,1.3103399,0,1,60,0
48036,0,18,1.24137,0,0,170,0
48040,0,23,1.34034,0,1,90,0
48042,0,21,1.34034,0,1,90,0
48046,0,26,1.27586,1,1,180,1
48054,0,23,1.3103399,0,1,90,0
48056,0,21,1.34034,0,0,110,0
48058,0,20,1.3103399,0,1,55,0
48060,0,22,1.3103399,0,0,120,0
48066,0,22,1.34034,0,0,120,0
48068,0,22,1.3103399,0,1,220,0
48072,0,21,1.3103399,0,1,180,0
48074,0,23,1.24137,0,0,150,0
48076,0,19,1.3103399,0,0,20,0
48078,0,23,1.34034,0,1,4,0
48080,0,22,1.24137,0,1,30,0
48088,0,20,1.3103399,0,1,120,0
48094,0,21,1.3103399,0,1,190,0
48096,0,23,1.3103399,0,1,90,0
48100,0,21,1.3103399,0,1,90,0
48120,0,25,.99052,0,1,60,1
48122,0,20,1.2665501,0,1,40,0
48124,0,23,1.0505201,0,1,50,0
48130,0,21,1.19742,0,1,120,0
48138,0,26,1.12552,0,0,40,0
48372,0,24,.62068999,0,1,50,0
48378,0,18,.62068999,0,1,160,0
48382,0,22,.62068999,0,0,80,0
48386,0,18,.53793001,0,1,120,0
